SYMBOL, NAME OF COMPANY, SERIES, FACE VALUE, PAID UP VALUE, MKT LOT, IP RATE, DATE OF LISTING, DATE OF ALLOTMENT, REDEMPTION DATE, REDEMPTION AMT, CONVERSION DATE, CONVERSION AMT, INTEREST PAYMENT DT
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-MAR-2016,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-APR-2016,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-MAY-2016,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-JUN-2016,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-JUL-2016,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-AUG-2016,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-SEP-2016,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-OCT-2016,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-NOV-2016,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-DEC-2016,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-JAN-2017,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-FEB-2017,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-MAR-2017,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-APR-2017,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-MAY-2017,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-JUN-2017,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-JUL-2017,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-AUG-2017,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-SEP-2017,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-OCT-2017,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-NOV-2017,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-DEC-2017,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-JAN-2018,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-FEB-2018,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-MAR-2018,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-APR-2018,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-MAY-2018,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-JUN-2018,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-JUL-2018,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-AUG-2018,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-SEP-2018,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-OCT-2018,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-NOV-2018,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-DEC-2018,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-JAN-2019,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NI,1000,1000,1,10.94,13-FEB-2014,11-FEB-2014,,,,,11-FEB-2019,INE872A07SP1
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-FEB-2016,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-MAR-2016,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-APR-2016,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-MAY-2016,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-JUN-2016,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-JUL-2016,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-AUG-2016,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-SEP-2016,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-OCT-2016,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-NOV-2016,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-DEC-2016,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-JAN-2017,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-FEB-2017,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-MAR-2017,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-APR-2017,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-MAY-2017,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-JUN-2017,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-JUL-2017,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-AUG-2017,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-SEP-2017,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-OCT-2017,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-NOV-2017,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-DEC-2017,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-JAN-2018,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-FEB-2018,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-MAR-2018,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-APR-2018,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-MAY-2018,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-JUN-2018,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-JUL-2018,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-AUG-2018,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-SEP-2018,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-OCT-2018,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-NOV-2018,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-DEC-2018,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-JAN-2019,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NJ,1000,1000,1,11.16,13-FEB-2014,11-FEB-2014,,,,,11-FEB-2019,INE872A07SQ9
SREINFRA,SREI Infrastructure Finance Limited,NK,1000,1000,1,,13-FEB-2014,11-FEB-2014,,,,,11-FEB-2016,INE872A07SS5
SREINFRA,SREI Infrastructure Finance Limited,NK,1000,1000,1,,13-FEB-2014,11-FEB-2014,,,,,11-FEB-2017,INE872A07SS5
SREINFRA,SREI Infrastructure Finance Limited,NK,1000,1000,1,,13-FEB-2014,11-FEB-2014,,,,,11-FEB-2018,INE872A07SS5
SREINFRA,SREI Infrastructure Finance Limited,NK,1000,1000,1,,13-FEB-2014,11-FEB-2014,,,,,11-FEB-2019,INE872A07SS5
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-FEB-2016,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-MAR-2016,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-APR-2016,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-MAY-2016,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-JUN-2016,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-JUL-2016,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-AUG-2016,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-SEP-2016,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-OCT-2016,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-NOV-2016,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-DEC-2016,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-JAN-2017,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-FEB-2017,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-MAR-2017,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-APR-2017,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-MAY-2017,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-JUN-2017,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-JUL-2017,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-AUG-2017,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-SEP-2017,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-OCT-2017,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-NOV-2017,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-DEC-2017,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-JAN-2018,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-FEB-2018,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-MAR-2018,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-APR-2018,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-MAY-2018,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-JUN-2018,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-JUL-2018,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-AUG-2018,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-SEP-2018,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-OCT-2018,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-NOV-2018,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-DEC-2018,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-JAN-2019,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-FEB-2019,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-MAR-2019,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-APR-2019,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NQ,1000,1000,1,10.95,30-MAY-2014,28-MAY-2014,,,,,28-MAY-2019,INE872A07TC7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-JAN-2016,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-FEB-2016,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-MAR-2016,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-APR-2016,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-MAY-2016,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-JUN-2016,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-JUL-2016,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-AUG-2016,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-SEP-2016,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-OCT-2016,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-NOV-2016,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-DEC-2016,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-JAN-2017,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-FEB-2017,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-MAR-2017,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-APR-2017,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-MAY-2017,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-JUN-2017,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-JUL-2017,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-AUG-2017,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-SEP-2017,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-OCT-2017,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-NOV-2017,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-DEC-2017,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-JAN-2018,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-FEB-2018,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-MAR-2018,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-APR-2018,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-MAY-2018,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-JUN-2018,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-JUL-2018,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-AUG-2018,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-SEP-2018,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-OCT-2018,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-NOV-2018,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-DEC-2018,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-JAN-2019,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-FEB-2019,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-MAR-2019,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-APR-2019,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NR,1000,1000,1,11.4,30-MAY-2014,28-MAY-2014,,,,,28-MAY-2019,INE872A07SW7
SREINFRA,SREI Infrastructure Finance Limited,NS,1000,1000,1,11.5,30-MAY-2014,28-MAY-2014,,,,,28-MAY-2016,INE872A07SX5
SREINFRA,SREI Infrastructure Finance Limited,NS,1000,1000,1,11.5,30-MAY-2014,28-MAY-2014,,,,,28-MAY-2017,INE872A07SX5
SREINFRA,SREI Infrastructure Finance Limited,NS,1000,1000,1,11.5,30-MAY-2014,28-MAY-2014,,,,,28-MAY-2018,INE872A07SX5
SREINFRA,SREI Infrastructure Finance Limited,NS,1000,1000,1,11.5,30-MAY-2014,28-MAY-2014,,,,,28-MAY-2019,INE872A07SX5
SREINFRA,SREI Infrastructure Finance Limited,NT,1000,1000,1,12,30-MAY-2014,28-MAY-2014,,,,,28-MAY-2016,INE872A07SY3
SREINFRA,SREI Infrastructure Finance Limited,NT,1000,1000,1,12,30-MAY-2014,28-MAY-2014,,,,,28-MAY-2017,INE872A07SY3
SREINFRA,SREI Infrastructure Finance Limited,NT,1000,1000,1,12,30-MAY-2014,28-MAY-2014,,,,,28-MAY-2018,INE872A07SY3
SREINFRA,SREI Infrastructure Finance Limited,NT,1000,1000,1,12,30-MAY-2014,28-MAY-2014,,,,,28-MAY-2019,INE872A07SY3
SREINFRA,SREI Infrastructure Finance Limited,NU,1000,1000,1,,30-MAY-2014,28-MAY-2014,,,,,28-MAY-2016,INE872A07SZ0
SREINFRA,SREI Infrastructure Finance Limited,NU,1000,1000,1,,30-MAY-2014,28-MAY-2014,,,,,28-MAY-2017,INE872A07SZ0
SREINFRA,SREI Infrastructure Finance Limited,NU,1000,1000,1,,30-MAY-2014,28-MAY-2014,,,,,28-MAY-2018,INE872A07SZ0
SREINFRA,SREI Infrastructure Finance Limited,NU,1000,1000,1,,30-MAY-2014,28-MAY-2014,,,,,28-MAY-2019,INE872A07SZ0
SREINFRA,SREI Infrastructure Finance Limited,NV,1000,1000,1,,13-OCT-2016,06-OCT-2016,,,,,10-NOV-2017,INE872A07TX3
SREINFRA,SREI Infrastructure Finance Limited,NW,1000,1000,1,9.35,13-OCT-2016,06-OCT-2016,,,,,07-NOV-2016,INE872A07TY1
SREINFRA,SREI Infrastructure Finance Limited,NW,1000,1000,1,9.35,13-OCT-2016,06-OCT-2016,,,,,07-DEC-2016,INE872A07TY1
SREINFRA,SREI Infrastructure Finance Limited,NW,1000,1000,1,9.35,13-OCT-2016,06-OCT-2016,,,,,07-JAN-2017,INE872A07TY1
SREINFRA,SREI Infrastructure Finance Limited,NW,1000,1000,1,9.35,13-OCT-2016,06-OCT-2016,,,,,07-FEB-2017,INE872A07TY1
SREINFRA,SREI Infrastructure Finance Limited,NW,1000,1000,1,9.35,13-OCT-2016,06-OCT-2016,,,,,07-MAR-2017,INE872A07TY1
