SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
H1155F37DD,HDFC MF - HDFC FMP 1155D Feb. 2017 (1) - Sr. 37  - DP - NDO,MF,23-FEB-2017,10,1,INF179KB1B74,10
H1155F37DG,HDFC MF - HDFC FMP 1155D Feb. 2017 (1) - Sr. 37  - DP - GO,MF,23-FEB-2017,10,1,INF179KB1B66,10
H1155F37DQ,HDFC MF - HDFC FMP 1155D Feb. 2017 (1) - Sr. 37  - DP - QDO,MF,23-FEB-2017,10,1,INF179KB1B82,10
H1155F37RD,HDFC MF - HDFC FMP 1155D Feb. 2017 (1) - Sr. 37  - RP - NDO,MF,23-FEB-2017,10,1,INF179KB1C08,10
H1155F37RG,HDFC MF - HDFC FMP 1155D Feb. 2017 (1) - Sr. 37  - RP - GO,MF,23-FEB-2017,10,1,INF179KB1B90,10
H1155F37RQ,HDFC MF - HDFC FMP 1155D Feb. 2017 (1) - Sr. 37  - RP - QDO,MF,23-FEB-2017,10,1,INF179KB1C16,10
H1157D33DD,HDFC MF - HDFC FMP 1157D Feb 2015 (1) - Series 33 - DP-NDPO,MF,04-MAR-2015,10,1,INF179KA15C8,10
H1157D33DF,HDFC MF - HDFC FMP 1157D Feb 2015 (1) - Series 33 - DP-FO,MF,04-MAR-2015,10,1,INF179KA17C4,10
H1157D33DG,HDFC MF - HDFC FMP 1157D Feb 2015 (1) - Series 33 - DP-GO,MF,04-MAR-2015,10,1,INF179KA14C1,10
H1157D33RD,HDFC MF - HDFC FMP 1157D Feb 2015 (1) - Series 33 - RP-NDPO,MF,04-MAR-2015,10,1,INF179KA19C0,10
H1157D33RF,HDFC MF - HDFC FMP 1157D Feb 2015 (1) - Series 33 - RP-FO,MF,04-MAR-2015,10,1,INF179KA11D5,10
H1157D33RG,HDFC MF - HDFC FMP 1157D Feb 2015 (1) - Series 33 - RP-GO,MF,04-MAR-2015,10,1,INF179KA18C2,10
H1157D33RQ,HDFC MF - HDFC FMP 1157D Feb 2015 (1) - Series 33 - RP-QDPO,MF,04-MAR-2015,10,1,INF179KA10D7,10
H1160JDADD,HDFC MF - HDFC DAF-II-1160D Jan 2016 - DP-DPO,MF,11-FEB-2016,10,1,INF179KB1LK2,10
H1160JDADG,HDFC MF - HDFC DAF-II-1160D Jan 2016 - DP-GO,MF,11-FEB-2016,10,1,INF179KB1LJ4,10
H1160JDARD,HDFC MF - HDFC DAF-II-1160D Jan 2016 - RP-DPO,MF,11-FEB-2016,10,1,INF179KB1LM8,10
H1160JDARG,HDFC MF - HDFC DAF-II-1160D Jan 2016 - RP-GO,MF,11-FEB-2016,10,1,INF179KB1LL0,10
H1161F35DD,HDFC MF - HDFC FMP 1161D Feb 2016(1) - Sr 35 - DP-NDPO,MF,03-MAR-2016,10,1,INF179KB1MS3,10
H1161F35DG,HDFC MF - HDFC FMP 1161D Feb 2016(1) - Sr 35 - DP-GO,MF,03-MAR-2016,10,1,INF179KB1MR5,10
H1161F35DQ,HDFC MF - HDFC FMP 1161D Feb 2016(1) - Sr 35 - DP-QDPO,MF,03-MAR-2016,10,1,INF179KB1MT1,10
H1161F35RD,HDFC MF - HDFC FMP 1161D Feb 2016(1) - Sr 35 - RP-NDPO,MF,03-MAR-2016,10,1,INF179KB1MV7,10
H1161F35RG,HDFC MF - HDFC FMP 1161D Feb 2016(1) - Sr 35 - RP-GO,MF,03-MAR-2016,10,1,INF179KB1MU9,10
H1161F35RQ,HDFC MF - HDFC FMP 1161D Feb 2016(1) - Sr 35 - RP-QDPO,MF,03-MAR-2016,10,1,INF179KB1MW5,10
H1161J36DD,HDFC MF - HDFC FMP 1161D July 2016(1) -DP - NDPO,MF,04-AUG-2016,10,1,INF179KB1TI9,10
H1161J36DG,HDFC MF - HDFC FMP 1161D July 2016(1) - DP - GO,MF,04-AUG-2016,10,1,INF179KB1TH1,10
H1161J36DQ,HDFC MF - HDFC FMP 1161D July 2016(1) - DP - QDPO,MF,04-AUG-2016,10,1,INF179KB1TJ7,10
H1161J36RD,HDFC MF - HDFC FMP 1161D July 2016(1) - RP - NDPO,MF,04-AUG-2016,10,1,INF179KB1TL3,10
H1161J36RG,HDFC MF - HDFC FMP 1161D July 2016(1) -  RP - GO,MF,04-AUG-2016,10,1,INF179KB1TK5,10
H1161J36RQ,HDFC MF - HDFC FMP 1161D July 2016(1) -  RP - QDPO,MF,04-AUG-2016,10,1,INF179KB1TM1,10
H1165M38DD,HDFC Mutual Fund-HDFC FMP 1165D April 2017 (1)-Series 38-DPNDPO,MF,25-APR-2017,10,1,INF179KB1J19,10
H1165M38DG,HDFC Mutual Fund-HDFC FMP 1165D April 2017 (1)-Series 38-DPGO,MF,25-APR-2017,10,1,INF179KB1J01,10
H1165M38DQ,HDFC Mutual Fund-HDFC FMP 1165D April 2017 (1)-Series 38-DPQDPO,MF,25-APR-2017,10,1,INF179KB1J27,10
H1165M38RD,HDFC Mutual Fund-HDFC FMP 1165D April 2017 (1)-Series 38-RPNDPO,MF,25-APR-2017,10,1,INF179KB1J43,10
H1165M38RG,HDFC Mutual Fund-HDFC FMP 1165D April 2017 (1)-Series 38-RPGO,MF,25-APR-2017,10,1,INF179KB1J35,10
H1165M38RQ,HDFC Mutual Fund-HDFC FMP 1165D April 2017 (1)-Series 38-RPQDPO,MF,25-APR-2017,10,1,INF179KB1J50,10
H1166D38DD,HDFC Mutual Fund - HDFC FMP 1166D May 2017 (1) - Series 38 - DONDPO,MF,17-MAY-2017,10,1,INF179KB1O38,10
H1166D38DG,HDFC Mutual Fund - HDFC FMP 1166D May 2017 (1) - Series 38 - DOGO,MF,17-MAY-2017,10,1,INF179KB1O20,10
H1166D38DQ,HDFC Mutual Fund - HDFC FMP 1166D May 2017 (1) - Series 38 - DOQDPO,MF,17-MAY-2017,10,1,INF179KB1O46,10
H1166D38RD,HDFC Mutual Fund - HDFC FMP 1166D May 2017 (1) - Series 38 - RONDPO,MF,17-MAY-2017,10,1,INF179KB1O61,10
H1166D38RG,HDFC Mutual Fund - HDFC FMP 1166D May 2017 (1) - Series 38 - ROGO,MF,17-MAY-2017,10,1,INF179KB1O53,10
H1166D38RQ,HDFC Mutual Fund - HDFC FMP 1166D May 2017 (1) - Series 38 - ROQDPO,MF,17-MAY-2017,10,1,INF179KB1O79,10
H1167J35DD,HDFC MF - HDFC FMP 1167D Jan 2016(1) - Sr 35 - DP-NDPO,MF,04-FEB-2016,10,1,INF179KB1LO4,10
H1167J35DG,HDFC MF - HDFC FMP 1167D Jan 2016(1) - Sr 35 - DP-GO,MF,04-FEB-2016,10,1,INF179KB1LN6,10
H1167J35DQ,HDFC MF - HDFC FMP 1167D Jan 2016(1) - Sr 35 - DP-QDPO,MF,04-FEB-2016,10,1,INF179KB1LP1,10
H1167J35RD,HDFC MF - HDFC FMP 1167D Jan 2016(1) - Sr 35 - RP-NDPO,MF,04-FEB-2016,10,1,INF179KB1LR7,10
H1167J35RG,HDFC MF - HDFC FMP 1167D Jan 2016(1) - Sr 35 - RP-GO,MF,04-FEB-2016,10,1,INF179KB1LQ9,10
H1167J35RQ,HDFC MF - HDFC FMP 1167D Jan 2016(1) - Sr 35 - RP-QDPO,MF,04-FEB-2016,10,1,INF179KB1LS5,10
H1168F35DD,HDFC MF - HDFC FMP 1168D Feb 2016(1) - Sr 35 - DP- NDPO,MF,10-FEB-2016,10,1,INF179KB1MA1,10
H1168F35DG,HDFC MF - HDFC FMP 1168D Feb 2016(1) - Sr 35 - DP- GO,MF,10-FEB-2016,10,1,INF179KB1LZ0,10
H1168F35RG,HDFC MF - HDFC FMP 1168D Feb 2016(1) - Sr 35 - RP- GO,MF,10-FEB-2016,10,1,INF179KB1MC7,10
H1168F35RQ,HDFC MF - HDFC FMP 1168D Feb 2016(1) - Sr 35 - RP- QDPO,MF,10-FEB-2016,10,1,INF179KB1ME3,10
H1169F37DD,HDFC MF - HDFC FMP 1169D Feb. 2017 (1) - Sr. 37 - DP - NDO,MF,10-FEB-2017,10,1,INF179KB1A59,10
H1169F37DG,HDFC MF - HDFC FMP 1169D Feb. 2017 (1) - Sr. 37 - DP - GO,MF,10-FEB-2017,10,1,INF179KB1A42,10
H1169F37DQ,HDFC MF - HDFC FMP 1169D Feb. 2017 (1) - Sr. 37 - DP - QDO,MF,10-FEB-2017,10,1,INF179KB1A67,10
H1169F37RD,HDFC MF - HDFC FMP 1169D Feb. 2017 (1) - Sr. 37 - RP - NDO,MF,10-FEB-2017,10,1,INF179KB1A83,10
H1169F37RG,HDFC MF - HDFC FMP 1169D Feb. 2017 (1) - Sr. 37 - RP - GO,MF,10-FEB-2017,10,1,INF179KB1A75,10
H1169F37RQ,HDFC MF - HDFC FMP 1169D Feb. 2017 (1) - Sr. 37 - RP - QDO,MF,10-FEB-2017,10,1,INF179KB1A91,10
H1170F37DD,HDFC Mutual Fund - HDFC FMP 1170D Feb 2017 (1)- Series 37 - DP - NDO,MF,08-MAR-2017,10,1,INF179KB1C32,10
H1170F37DG,HDFC Mutual Fund - HDFC FMP 1170D Feb 2017 (1)- Series 37 - DP - GO,MF,08-MAR-2017,10,1,INF179KB1C24,10
H1170F37DQ,HDFC Mutual Fund - HDFC FMP 1170D Feb 2017 (1)- Series 37 - DP - QDO,MF,08-MAR-2017,10,1,INF179KB1C40,10
H1170F37RD,HDFC Mutual Fund - HDFC FMP 1170D Feb 2017 (1)- Series 37 - RP - NDO,MF,08-MAR-2017,10,1,INF179KB1C65,10
H1170F37RG,HDFC Mutual Fund - HDFC FMP 1170D Feb 2017 (1)- Series 37 - RP - GO,MF,08-MAR-2017,10,1,INF179KB1C57,10
H1170F37RQ,HDFC Mutual Fund - HDFC FMP 1170D Feb 2017 (1)- Series 37 - RP - QDO,MF,08-MAR-2017,10,1,INF179KB1C73,10
H1172M38DD,HDFC Mutual Fund - HDFC FMP 1172D April 2017 - Series 38 - DPNDO,MF,19-APR-2017,10,1,INF179KB1I36,10
H1172M38DG,HDFC Mutual Fund - HDFC FMP 1172D April 2017 - Series 38 - DPGO,MF,19-APR-2017,10,1,INF179KB1I28,10
H1172M38DQ,HDFC Mutual Fund - HDFC FMP 1172D April 2017 - Series 38 - DPQDO,MF,19-APR-2017,10,1,INF179KB1I44,10
H1172M38RD,HDFC Mutual Fund - HDFC FMP 1172D April 2017 - Series 38 - RPNDO,MF,19-APR-2017,10,1,INF179KB1I69,10
H1172M38RG,HDFC Mutual Fund - HDFC FMP 1172D April 2017 - Series 38 - RPGO,MF,19-APR-2017,10,1,INF179KB1I51,10
H1172M38RQ,HDFC Mutual Fund - HDFC FMP 1172D April 2017 - Series 38 - RPQDO,MF,19-APR-2017,10,1,INF179KB1I93,10
H117529JDD,HDFC Mutual Fund -HDFC FMP 1175D January 2014 (1)-Sr. 29 - DO- NDPO,MF,03-MAY-2017,10,1,INF179KB1K08,10
H117529JDF,HDFC Mutual Fund - HDFC FMP 1175D January 2014 (1) - Sr. 29 - DO- FO,MF,03-MAY-2017,10,1,INF179KB1K24,10
H117529JDG,HDFC Mutual Fund - HDFC FMP 1175D January 2014 (1) - Sr. 29 - DO-GO,MF,03-MAY-2017,10,1,INF179KB1J92,10
H117529JDQ,HDFC Mutual Fund - HDFC FMP 1175D January 2014 (1)-Sr. 29 - DO- QDPO,MF,03-MAY-2017,10,1,INF179KB1K16,10
H117529JRD,HDFC Mutual Fund - HDFC FMP 1175D January 2014 (1) - Sr. 29 -RO-NDPO,MF,03-MAY-2017,10,1,INF179KB1J68,10
H117529JRG,HDFC Mutual Fund - HDFC FMP 1175D January 2014 (1) - Sr. 29 - RO- GO,MF,03-MAY-2017,10,1,INF179KB1J84,10
H117529JRQ,HDFC Mutual Fund - HDFC FMP 1175D January 2014 (1) - Sr.29 -RO-QDPO,MF,03-MAY-2017,10,1,INF179KB1J76,10
H1176J35DD,HDFC MF - HDFC FMP 1176D Jan 2016 (1)- Sr 35 - DP-NDPO,MF,27-JAN-2016,10,1,INF179KB1LE5,10
H1176J35DG,HDFC MF - HDFC FMP 1176D Jan 2016 (1)- Sr 35 - DP-GO,MF,27-JAN-2016,10,1,INF179KB1LD7,10
H1176J35DQ,HDFC MF - HDFC FMP 1176D Jan 2016 (1)- Sr 35 - DP-QDPO,MF,27-JAN-2016,10,1,INF179KB1LF2,10
H1176J35RD,HDFC MF - HDFC FMP 1176D Jan 2016 (1)- Sr 35 - RP-NDPO,MF,27-JAN-2016,10,1,INF179KB1LH8,10
H1176J35RG,HDFC MF - HDFC FMP 1176D Jan 2016 (1)- Sr 35 - RP-GO,MF,27-JAN-2016,10,1,INF179KB1LG0,10
H1176J35RQ,HDFC MF - HDFC FMP 1176D Jan 2016 (1)- Sr 35 - RP-QDPO,MF,27-JAN-2016,10,1,INF179KB1LI6,10
H1178F37DD,HDFC MF - HDFC FMP 1178D Feb 2017 (1)- Sr. 37 - Dir. - ND,MF,01-MAR-2017,10,1,INF179KB1B17,10
H1178F37DG,HDFC MF - HDFC FMP 1178D Feb. 2017 (1)- Sr. 37 - DG,MF,01-MAR-2017,10,1,INF179KB1B09,10
H1178F37DQ,HDFC MF - HDFC FMP 1178D Feb. 2017 (1)- Sr. 37 - Dir. - QD,MF,01-MAR-2017,10,1,INF179KB1B25,10
H1178F37RD,HDFC MF - HDFC FMP 1178D Feb. 2017 (1)- Sr. 37 - Reg. - ND,MF,01-MAR-2017,10,1,INF179KB1B41,10
H1178F37RG,HDFC MF - HDFC FMP 1178D Feb. 2017 (1)- Sr. 37 - RG,MF,01-MAR-2017,10,1,INF179KB1B33,10
H1178F37RQ,HDFC MF - HDFC FMP 1178D Feb. 2017 (1)- Sr. 37 - Reg.- QD,MF,01-MAR-2017,10,1,INF179KB1B58,10
H1183J35DD,HDFC MF - HDFC FMP 1183D Jan 2016(1) - Sr 35 - DP-NDPO,MF,19-JAN-2016,10,1,INF179KB1KY5,10
H1183J35DG,HDFC MF - HDFC FMP 1183D Jan 2016(1) - Sr 35 - DP-GO,MF,19-JAN-2016,10,1,INF179KB1KX7,10
H1183J35DQ,HDFC MF - HDFC FMP 1183D Jan 2016(1) - Sr 35 - DP-QDPO,MF,19-JAN-2016,10,1,INF179KB1KZ2,10
H1183J35RD,HDFC MF - HDFC FMP 1183D Jan 2016(1) - Sr 35 - RP-NDPO,MF,19-JAN-2016,10,1,INF179KB1LB1,10
H1183J35RG,HDFC MF - HDFC FMP 1183D Jan 2016(1) - Sr 35 - RP-GO,MF,19-JAN-2016,10,1,INF179KB1LA3,10
H1183J35RQ,HDFC MF - HDFC FMP 1183D Jan 2016(1) - Sr 35 - RP-QDPO,MF,19-JAN-2016,10,1,INF179KB1LC9,10
H1184D33DD,HDFC MF - HDFC FMP 1184D Jan 2015 (1) - Sr 33 - DP-NDPO,MF,05-FEB-2015,10,1,INF179KA1V72,10
H1184D33DG,HDFC MF - HDFC FMP 1184D Jan 2015 (1) - Sr 33 - DP-GO,MF,05-FEB-2015,10,1,INF179KA1V64,10
H1184D33DQ,HDFC MF - HDFC FMP 1184D Jan 2015 (1) - Sr 33 - DP-QDPO,MF,05-FEB-2015,10,1,INF179KA1V80,10
H1184D33RD,HDFC MF - HDFC FMP 1184D Jan 2015 (1) - Sr 33 - RP-NDPO,MF,05-FEB-2015,10,1,INF179KA1W14,10
H1184D33RF,HDFC MF - HDFC FMP 1184D Jan 2015 (1) - Sr 33 - RP-FO,MF,05-FEB-2015,10,1,INF179KA1W30,10
H1184D33RG,HDFC MF - HDFC FMP 1184D Jan 2015 (1) - Sr 33 - RP-GO,MF,05-FEB-2015,10,1,INF179KA1W06,10
H1184D33RQ,HDFC MF - HDFC FMP 1184D Jan 2015 (1) - Sr 33 - RP-QDPO,MF,05-FEB-2015,10,1,INF179KA1W22,10
H1188M38DD,HDFC Mutual Fund - HDFC FMP 1188D March 2017 (1) - Series 38 - Direct ,MF,07-APR-2017,10,1,INF179KB1H78,10
H1188M38DG,HDFC Mutual Fund - HDFC FMP 1188D March 2017 (1) - Series 38 - Direct ,MF,07-APR-2017,10,1,INF179KB1H60,10
H1188M38DQ,HDFC Mutual Fund - HDFC FMP 1188D March 2017 (1) - Series 38 - Direct ,MF,07-APR-2017,10,1,INF179KB1H86,10
H1188M38RD,HDFC Mutual Fund - HDFC FMP 1188D March 2017 (1) - Series 38 - Regular,MF,07-APR-2017,10,1,INF179KB1I02,10
H1188M38RG,HDFC Mutual Fund - HDFC FMP 1188D March 2017 (1) - Series 38 - Regular,MF,07-APR-2017,10,1,INF179KB1H94,10
H1188M38RQ,HDFC Mutual Fund - HDFC FMP 1188D March 2017 (1) - Series 38 - Regular,MF,07-APR-2017,10,1,INF179KB1I10,10
H1190M36DD,HDFC MF - HDFC FMP 1190D Mar 2016(1) - Sr 36 - DP-NDPO,MF,01-APR-2016,10,1,INF179KB1OY7,10
H1190M36DG,HDFC MF - HDFC FMP 1190D Mar 2016(1) - Sr 36 - DP-GO,MF,01-APR-2016,10,1,INF179KB1OX9,10
H1190M36DQ,HDFC MF - HDFC FMP 1190D Mar 2016(1) - Sr 36 - DP-QDPO,MF,01-APR-2016,10,1,INF179KB1OZ4,10
H1190M36RD,HDFC MF - HDFC FMP 1190D Mar 2016(1) - Sr 36 - RP-NDPO,MF,01-APR-2016,10,1,INF179KB1PB2,10
H1190M36RG,HDFC MF - HDFC FMP 1190D Mar 2016(1) - Sr 36 - RP-GO,MF,01-APR-2016,10,1,INF179KB1PA4,10
H1190M36RQ,HDFC MF - HDFC FMP 1190D Mar 2016(1) - Sr 36 - RP-QDPO,MF,01-APR-2016,10,1,INF179KB1PC0,10
H1199J37DD,HDFC Mutual Fund - HDFC FMP 1199D January 2017(1) - Series 37 - Direct,MF,07-FEB-2017,10,1,INF179KB1ZN6,10
H1199J37DG,HDFC Mutual Fund - HDFC FMP 1199D January 2017(1) - Series 37 - Direct,MF,07-FEB-2017,10,1,INF179KB1ZM8,10
H1199J37DQ,HDFC Mutual Fund - HDFC FMP 1199D January 2017(1) - Series 37 - Direct,MF,07-FEB-2017,10,1,INF179KB1ZO4,10
